Title,Reviews,Review_Points,Address,Website,Phone,latitude,longitude,Category
Howdy,"1,370 reviews",4.3,"Howdy, Inside Giga Mall, WTCÃÂ G.T. Rd, Sector F DHA Phase II, Rawalpindi, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2725561,33.521381,73.1571003,Fast food restaurant
Tikka Mahal,489 reviews,4.1,"Kahuta Rd, Sihala, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 4486651,33.5455827,73.1869425,Pakistani restaurant
Gold Restaurant,"1,557 reviews",4.4,"Main Blvd, Garden City Phase 8 Bahria Town, Islamabad, Rawalpindi, Islamabad Capital Territory 46000, Pakistan",cinegoldplex.com,092 51 5706441,33.5187157,73.1213421,Pakistani restaurant
Bull Steak House,"2,492 reviews",4.4,"Extreme CartingÃÂ Main Corniche Road, Bahria Town Phase IV Phase 4 Bahria Town, Rawalpindi, Islamabad, Punjab 46000, Pakistan",Add website,092 51 5730106,33.5467328,73.1272101,Steak house
Maza Jee,27 reviews,4.7,"City Gate, 4 Japan Rd, Islamabad, Rawalpindi, Islamabad Capital Territory 53720, Pakistan",Add website,092 320 6292533,33.5179568,73.1112347,Pakistani restaurant
BABA JAN NANE SHOP,1 review,5.0,"F59R+83G, Bagga Shaikhan, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.4683186,73.1902021,Pakistani restaurant
Shinwari Restaurant,86 reviews,3.8,"Grand Trunk Rd, Jhelum, Punjab, Pakistan",Add website,Add place's phone number,33.1473597,73.3949315,Pakistani restaurant
Burger King,41 reviews,3.6,"Giga Mall, Sector F DHA Phase II, Islamabad, Islamabad Capital Territory, Pakistan",bkpakistan.com,Add place's phone number,33.5209277,73.1586081,Fast food restaurant
Rawat Restaurant,104 reviews,4.1,"Main market, Suwakholi, Uttarakhand 248122, India",rawat-restaurant.business.site,Add place's phone number,30.4458238,78.161779!,Indian restaurant
Rawat Restaurant,8 reviews,3.9,"Dundsa - Pyala Rd, Vill, Dundsa, Haryana 121102, India",Add website,Add place's phone number,28.2530612,77.2922704,Indian restaurant
Rawat restaurant,2 reviews,4.0,"135, Mohanpur Rd, Mohanpur, Prem Nagar, Dehradun, Uttarakhand 248007, India",Add website,Add place's phone number,30.3300548,77.9549595,Pakistani restaurant
Rawat Restaurant,19 reviews,4.2,"Ajmer Rd, kaleda, Jatiya, Rajasthan 305025, India",Add website,091 92525 19730,26.3521168,74.7135332,Fast food restaurant
Rawat palace and Restaurant,32 reviews,3.8,"NH23, Hingoniyan, Rajasthan 304025, India",Add website,Add place's phone number,26.5067424,76.1194856,Pakistani restaurant
Rawat Restaurant,201 reviews,3.2,"near tules institute, Dhulkot Mafi, Uttarakhand 248007, India",Add website,091 82796 47583,30.34806,77.8878193,Other
Rawat's Food Corner,17 reviews,3.5,"Guru Nanak Pura, Kot Khalsa Road, Amritsar, Punjab 143001, India",Add website,091 96532 84760,31.6232343,74.8379499,Fast food restaurant
Rawat restaurant,8 reviews,4.3,"Dehradun Rd, near Tehari Bus adda Durga Mandir, Adarsh Gram, Rishikesh, Uttarakhand 249201, India",Add website,091 96901 18803,30.1126168,78.2935008,Pakistani restaurant
Rawat Tea Stall,4 reviews,4.0,"Uttarkashi - Gangotri Rd, Matli, Uttarakhand 249193, India",Add website,Add place's phone number,30.7393186,78.3724328,Pakistani restaurant
Rawat Restaurant.,11 reviews,3.5,"gali no.03, Rangpuri Rd, Milakpur Kohi Rangpuri, Mahipalpur, New Delhi, Delhi 110037, India",Add website,Add place's phone number,28.5416345,77.1193544,Pakistani restaurant
RAWAT RESTAURANT,7 reviews,4.1,"Bareilly - Nainital Rd, Kathgodam, Harigarh Dalipsingh, Uttarakhand 263126, India",Add website,Add place's phone number,29.2718168,79.5440955,Pakistani restaurant
Rawat Dhaba,10 reviews,4.0,"Sec 44, Bhagwan Mahaveer Marg, Kanhai, Gurugram, Haryana 122003, India",Add website,091 97179 32307,28.4472926,77.0726895,Other
Rawat Indian Kitchen/Ã¦ÂÂÃ§ÂÂ¦Ã§ÂÂ¹Ã¥ÂÂ°Ã¥ÂºÂ¦Ã¥Â»ÂÃ¦ÂÂ¿,444 reviews,4.8,"No. 50Ã¨ÂÂ, Xinguang Rd, Lingya District, Kaohsiung City, Taiwan 802",facebook.com,0886 7 269 2275,22.6115164,120.301560,Indian restaurant
Citrus ultra restaurant,32 reviews,4.3,"First floor,near jio point, jal nigam store, Devi Rd, opposite pragati market, Kotdwar, Uttarakhand 246149, India",Add website,Add place's phone number,29.7443124,78.5009213,Pakistani restaurant
Topaz Restaurant - FineDine & Skydeck (Candle Light),"2,075 reviews",4.5,"Hotel Natraj, Ganpati Plaza, Motilal Atal Rd, Jaipur, Rajasthan 302001, India",topazjpr.com,091 89558 33715,26.9206223,75.7979476,Other
ÃÂ¨ÃÂ§ÃÂ¯ÃÂ´ÃÂ§ÃÂ ÃÂ¾ÃÂÃÂ¹ÃÂ,1 review,5.0,"Street 1, Block A Sector A PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.5752591,73.1514912,Cafe
Pappu Chaiwala,254 reviews,4.0,"H49Q+58G, Block C Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2724142,33.5679348,73.1383222,Cafe
The Roof Snooker,30 reviews,4.6,"Main PWD Rd, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,092 51 5194691,33.573085,73.148118!,Cafe
Sherani Home Sweet Home KHAN_AHMED,3 reviews,3.7,"Plot 49, Pakistan Town Phase 1 Pakistan Town, Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 311 6688300,33.5775128,73.1501933,Cafe
Stucco Cafe,18 reviews,4.6,"Central Rd, Block C Police Foundation, Rawalpindi, Punjab, Pakistan",Add website,092 51 5735088,33.5673095,73.1350728,Cafe
Paratha Shatha,19 reviews,4.8,"H4CR+RG5, PWD Housing Society Sector B PWD Society, Rawalpindi, Punjab, Pakistan",foodpanda.pk,092 344 4353535,33.5719959,73.1413438,Cafe
Makkah catring pwd,3 reviews,5.0,"H4CW+H4J, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,092 333 5132082,33.5714195,73.1451766,Pakistani restaurant
Dhaaba,3 reviews,5.0,"Liaquat Ave, Block D Jinnah Garden, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 333 8018062,33.5778362,73.1763399,Cafe
Quetta Alnoor Resturant,1 review,5.0,"Central Rd, PWD Housing Society Sector D PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,Add place's phone number,33.5719254,73.14603!1,Pakistani restaurant
Kozi Haleem,21 reviews,4.4,"A,, Street No. 7, Sector A PWD Society, Rawalpindi, Islamabad, Punjab 45710, Pakistan",Add website,092 331 4111357,33.5717529,73.1448815,Pakistani restaurant
ÃÂ©ÃÂ±ÃÂ§ÃÂÃÂ ÃÂ¾ÃÂÃÂ¹ÃÂ,1 review,5.0,"Street 1, Block A Sector A PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 312 2266632,33.5752591,73.1514912,Pakistani restaurant
Burger Fog,3 reviews,4.7,"Liberty Centre, Main Main PWD Rd, near Gourmet Bakery, Sector C PWD Society, Islamabad, Punjab, Pakistan",Add website,092 51 5460956,33.5687531,73.140152!,Pakistani restaurant
Punjab Pekwan (Bool K Tool),2 reviews,4.5,"H49Q+56G, Block C Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 6880688,33.5678886,73.1381078,Pakistani restaurant
Bhakral House,2 reviews,5.0,"847 Street Number 39, Block C Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 301 5513843,33.5671678,73.1405558,Pakistani restaurant
Syed Nihari,1 review,5.0,"Street 1, PWD Housing Society Sector B PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.5714316,73.144259!,Breakfast restaurant
Arabian Mandi,88 reviews,4.6,"H49Q+58J, Block C Sector C PWD Society, Islamabad, Punjab, Pakistan",Add website,092 333 0007033,33.5679542,73.1382721,Pakistani restaurant
Hardees PWD Housing Society,1 review,4.0,"H4CR+829, PWD Housing Society Sector B PWD Society, Islamabad, Rawalpindi, Punjab 45510, Pakistan",hardees.com.pk,Add place's phone number,33.5707927,73.1401157,Pakistani restaurant
Food Mela Restaurant PWD (Fish Mela),1 review,5.0,"Main PWD Rd, opposite Gourmet bakery, PWD Housing Society Sector A PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 322 5777077,33.5721268,73.1460875,Pakistani restaurant
OOO!!! NICE PARATHA..,5 reviews,4.2,"House #173, STREET # 14-b, BLOCK-b, PWD Housing Society Sector B PWD Society, Islamabad, Rawalpindi, Punjab, Pakistan",ooo-nice-paratha.business.site,092 336 7403994,33.5720481,73.1413447,Pakistani restaurant
ÃÂ¹ÃÂ±ÃÂÃÂ¨ÃÂ© ÃÂÃÂÃÂ¯ÃÂ( ÃÂÃÂÃÂ¹ÃÂÃÂ©ÃÂÃÂÃÂ),1 review,5.0,"H49Q+58M, Block C Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.567967,73.138299!,Pakistani restaurant
Karachi Burger Point,2 reviews,5.0,"H4CW+M8Q, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,092 342 5602997,33.5716992,73.1458317,Pakistani restaurant
Sultan's Restaurant,7 reviews,4.3,"H4FX+327, PWD Housing Society Sector D PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,Add place's phone number,33.5726264,73.1475624,Pakistani restaurant
Maestro Foods,24 reviews,4.0,"10, PWD Housing Society, Sector B PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 337 6237876,33.5706329,73.1432342,Pakistani restaurant
Ms Burger & fast-food corner,1 review,5.0,"Ms Burger&fast food cornrer, aLamZ center, Main PWD Rd, opposite gourmet bakery, Sector B PWD Society, Islamabad, Punjab, Pakistan",Add website,Add place's phone number,33.5694037,73.1403785,Pakistani restaurant
MANIÃ¢ÂÂs Kitchen by Umer Kamal,47 reviews,4.5,"Street 9, PWD Housing Society Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 333 4147799,33.5747566,73.1515748,Pakistani restaurant
BROAST WAY,4 reviews,5.0,"419, PWD Housing Society Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 309 0259304,33.5694203,73.1413961,Pakistani restaurant
OPTP,"1,033 reviews",4.1,"Plot 11A, A.S Arcade, Main PWD RoadÃÂ Sector A PWD Society, Islamabad, Punjab, Pakistan",optp.biz,092 51 111 116 787,33.5744614,73.1502645,Pakistani restaurant
Yum jumbo Chinese Mobile Restorent Pwd,9 reviews,3.7,"332, PWD Housing Society Sector D PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 321 9052911,33.5729137,73.148236!,Pakistani restaurant
Farhan naan center,1 review,5.0,"Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,Add place's phone number,33.5723125,73.1521875,Pakistani restaurant
Al Siddique Sindhi Biryani,2 reviews,5.0,"H4CW+P82, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,092 323 8223098,33.571779,73.145781!,Pakistani restaurant
Hot N Spicy,373 reviews,4.0,"Main PWD Rd, PWD Housing Society Sector B PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 334 6026800,33.5704772,73.1423771,Pakistani restaurant
Baoo Jee Murgh Pulao & Restaurant,"1,079 reviews",3.7,"PWD Housing Society Sector A PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",baoojeemp.pk,092 323 5170746,33.5745856,73.1505081,Pakistani restaurant
Lahore Catering and Party Decorations,3 reviews,5.0,"Central Rd, PWD Housing Society Sector B PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 300 5528217,33.5688462,73.1392569,Pakistani restaurant
The Wrap & Panini Guy,3 reviews,5.0,"H4CW+J2R, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",Add website,092 333 5084448,33.5716005,73.1450066,Fast food restaurant
Deli Dera,2 reviews,5.0,"Street No. 2, PWD Housing Society Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 310 0130909,33.5707317,73.1439105,Fast food restaurant
Asli Zabihullah Peshawari Fried Fish,1 review,4.0,"422, PWD Housing Society Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 9657451,33.5692191,73.1410011,Pakistani restaurant
Desi Shinwari Dera,23 reviews,4.0,"11B Main PWD Rd, PWD Housing Society Sector B PWD Society, Islamabad, Punjab 46000, Pakistan",Add website,092 331 5040400,33.5707145,73.1428147,Pakistani restaurant
ÃÂ¨ÃÂÃÂª ÃÂ§ÃÂÃÂÃÂÃÂ¯ÃÂ,808 reviews,4.3,"Block C Sector C PWD, Islamabad, Punjab, Pakistan",yumto.pk,092 333 0007033,33.5679667,73.1383355,Other
The Flame Mount,32 reviews,5.0,"Awais Arcade, Main PWD Rd, behind Chinar Hospital, PWD Housing Society Sector D PWD Society, Islamabad, Punjab 45710, Pakistan",business.site,092 303 5217000,33.5715631,73.1459576,Fast food restaurant
Yum Jumbo Chinese Restaurant,7 reviews,3.7,"786, PWD Housing Society Sector C PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 9102445,33.5683314,73.1393567,Pakistani restaurant
Muhammadi Nahari House,95 reviews,3.5,"Main PWD Rd, PWD Housing Society Sector C PWD Society, Islamabad, Punjab 54000, Pakistan",mnh.com.pk,092 51 5194333,33.5692281,73.1409705,Pakistani restaurant
Lavish Dine Restaurant,25 reviews,3.9,"Chaudhry Plaza o-9 Police FoundationÃÂ Main PWD Double RoadÃÂ, Islamabad, Pakistan",Add website,092 51 8890001,33.5649093,73.1267139,Pakistani restaurant
Club Kitchen PWD,7 reviews,4.7,"786c Main PWD Rd, Block C Sector C PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 311 1007868,33.5683892,73.1395119,Fast food restaurant
FCFOODCORNERSnack'n'Go,4 reviews,5.0,"Plaza#421,near japan electronics,Main pwd road ,Islamabad Pwd, 46000, Pakistan",business.site,092 342 3702209,33.5692982,73.1411592,Fast food restaurant
Raad,59 reviews,4.7,"SHOP # 2, BASEMENT, LOCATED HABIB METRO PLAZA, Islamabad, 45710, Pakistan",raadsyriacuisine.com,092 324 9970907,33.5713944,73.1442056,Pakistani restaurant
Biryani Master PWD,14 reviews,4.6,"21, PWD Housing Society Sector D PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.5734289,73.1488899,Pakistani restaurant
Zaiqa Restaurant & Quetta Cafe,284 reviews,4.4,"Plaza NC-1/2, Main Markaz, Islamabad, Pakistan",Add website,092 321 2137007,33.5638623,73.1498343,Pakistani restaurant
Quetta Chinar Cafe & Restaurant,741 reviews,4.3,"Al nafay business center, Pakistan Town Phase 2 Police Foundation, Islamabad, Punjab 46000, Pakistan",Add website,092 330 5870003,33.5669482,73.1375855,Pakistani restaurant
Bangali samosa,3 reviews,4.3,"H49Q+376, PWD Housing Society Block A PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,Add place's phone number,33.567674,73.1381561,Fast food restaurant
Hot 'n' Chilli,"1,460 reviews",4.2,"PWD, Rawalpindi, Islamabad Capital Territory 46000, Pakistan",Add website,092 51 5708201,33.5655163,73.1295577,Pakistani restaurant
Phaja Siri Paye Pwd,5 reviews,3.4,"Street 7, PWD Housing Society Sector B PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 301 0004071,33.5709693,73.1434748,Asian restaurant
Chicken Broast,260 reviews,4.4,"20-D, PWD Housing Society Sector D PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",chickenbroast.com,092 51 2712637,33.5735235,73.1491436,Fast food restaurant
Mandi Sultan,21 reviews,4.2,"Zayan Arcade, opposite Gourmet Bakers PWD, Islamabad, 44000, Pakistan",Add website,092 313 5129181,33.569353,73.1401938,Other
Bite Plus,5 reviews,5.0,"Main PWD Rd, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",bite-plus.business.site,092 334 4844729,33.5748181,73.1516704,Fast food restaurant
Phajja Siri Paye & Restaurant PWD,81 reviews,4.1,"PWD Main Market Shopping Area, Main, Islamabad, 45710, Pakistan",Add website,092 307 0609000,33.5714107,73.1454817,Pakistani restaurant
Khan fresh fruit refreshment and juice centre,3 reviews,4.0,"Lane 18, PWD Housing Society Sector D PWD Society, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.5734064,73.1488479,Juice shop
chai.co,12 reviews,5.0,"Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 306 0746880,33.6550898,72.9539347,Cafe
KARACHI BIRYANI & CHINESE CUISINE,181 reviews,3.8,"H49R+P7V, PWD Housing Society Sector C PWD Society, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 300 8368616,33.5693716,73.1406658,Pakistani restaurant
Al Sultan Hotel Lahori Nashta,9 reviews,4.4,"H46M+8RP, Block E Police Foundation, Islamabad, Punjab, Pakistan",Add website,092 333 7037789,33.5608151,73.1345526,Pakistani restaurant
Gloria Jean's Coffees,"1,682 reviews",4.2,"Bahria Expy, DHA Phase-8 Sector F Business Bay, Bahria, Rawalpindi, Islamabad Capital Territory 44000, Pakistan",gloriajeanscoffees.com.pk,092 51 5154766,33.5177093,73.08624!1,Coffee shop
Fresh Dairy,78 reviews,4.3,"28, Mian Group Of Chakwal Plaza Plot#, Main Main PWD Rd, Sector C PWD Society, Islamabad, Punjab 45710, Pakistan",Add website,092 346 6401100,33.570351,73.1432568,Other
Red Lounge,191 reviews,4.5,"Bahria heights, Bahria Town Phase 1 Phase 1 Bahria Town, Islamabad, Rawalpindi, Punjab, Pakistan",Add website,092 342 5594808,33.566999,73.1172189,Pakistani restaurant
Rahat Bakers,"1,263 reviews",3.8,"Main PWD Rd, PWD Housing Society Sector D PWD Society, Islamabad, Punjab 46000, Pakistan",Add website,092 51 5167272,33.5726546,73.1474207,Bakery
Desi Dera Restaurant & BBQ,188 reviews,3.9,"Plot 11-B Main Double Rd, NPF Golra PWD, Islamabad, Islamabad Capital Territory 44000, Pakistan",business.site,092 331 5040400,33.6994134,72.9798791,Pakistani restaurant
Shikarpuri Sweets & Bakers,544 reviews,4.1,"Main PWD Rd, PWD Housing Society Sector D PWD Society, Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 5970672,33.5747859,73.1516093,Other
Karachi Naseeb Biryani,24 reviews,4.1,"Rashid Arcade, Block A Police Foundation, Islamabad, Punjab 44000, Pakistan",Add website,092 303 0715390,33.5673609,73.137496!,Pakistani restaurant
Tehzeeb Bakers,"9,203 reviews",4.5,"Block A, Street No A1ÃÂÃÂ Main PWD Rd, Block A Police Foundation, Islamabad, Rawalpindi, Punjab, Pakistan",tehzeeb.com,092 51 5170714,33.566872,73.1355844,Bakery
Punjab pakwan,6 reviews,4.0,"Pwd, Block C Islamabad, Pakistan",Add website,092 332 6037610,33.6801199,72.8233683,Pakistani restaurant
Chatkhara House,5 reviews,4.8,"Plot No 1ÃÂ Main Blvd Rd, PWD Housing Society Sector D PWD Society, Islamabad, Punjab, Pakistan",Add website,092 334 4778778,33.5748597,73.1517981,Fast food restaurant
Luqmah. The Delicious Bite,1 review,5.0,"pwd islamabadÃÂ, Rawalpindi, Punjab 44000, Pakistan",Add website,092 313 7617788,33.5699486,73.1373393,Fast food restaurant
Hungry Pizza,164 reviews,3.9,Pakistan TownÃÂ Pakistan,Add website,092 51 5970992,33.5704994,73.1369204,Fast food restaurant
Burger Badshah,18 reviews,5.0,"Street 69 Hill View Heights Plaza, Hill View Block Rd, Pakistan Town, Islamabad, 45720, Pakistan",facebook.com,092 333 2228934,33.5734651,73.1347067,Fast food restaurant
Decent French Fries,66 reviews,4.6,"Jalal Arcade, Block A Police Foundation, Islamabad, Punjab, Pakistan",Add website,092 332 5400356,33.5676761,73.1378126,Pakistani restaurant
DrifterÃ¢ÂÂs Peri Peri,28 reviews,4.9,"Soan Ave, Block D Soan Gardens, Islamabad, Punjab 46000, Pakistan",Add website,092 51 6102448,33.5630701,73.1494813,Fast food restaurant
Ashpaz Khana,90 reviews,4.4,"O-9 730, Street 5/1, Block B Police Foundation, PWD, Rawalpindi, Pakistan",Add website,092 311 0786175,33.568222,73.1319885,Pakistani restaurant
80 Different Paratha Rolls,"1,027 reviews",4.3,"Main PWD Rd, Block A Police Foundation, Rawalpindi, Punjab, Pakistan",Add website,092 51 5708201,33.5654887,73.1295668,Pakistani restaurant
Mordor Cafe,298 reviews,4.2,"Ace Acadmey, O-9 Police foundation Main PWD Road, entrance of, Islamabad, Pakistan",mordor-cafe.business.site,092 334 3464640,33.5648071,73.1266934,Pakistani restaurant
Dee Cafe,70 reviews,4.6,"Bahria Link Road Asghar Mall Commercial Market, Gulrez-2 Phase 2 Gulrez Housing Scheme, Rawalpindi, Punjab 46610, Pakistan",deecafefoods.business.site,092 313 5870778,33.5617067,73.1068687,Fast food restaurant
OTT (Over The Top),207 reviews,4.4,"OTT 370-R POLICE FOUNDATION, O9 Main PWD Rd, near BAHRIA TOWN, Block D Police Foundation, Islamabad, Rawalpindi, Punjab 46000, Pakistan",Add website,092 335 1688688,33.5650727,73.1262957,Other
Italian pizza,3 reviews,4.7,"ÃÂ¯ÃÂÃÂ ÃÂÃÂÃÂ¨ÃÂ± 3ÃÂ, Block B Soan Gardens, Islamabad, Punjab, Pakistan",Add website,092 322 5097968,33.5642146,73.1501289,Pakistani restaurant
10th Street Pizza,64 reviews,4.2,"Main Soan Ave, Block D Soan Gardens, Islamabad, Punjab 45710, Pakistan",10thstreetpizza.pk,Add place's phone number,33.5640987,73.1513064,Fast food restaurant
Haunted food spot,40 reviews,4.7,"Plot 763 Main PWD Rd, opposite Savemart, Sector O-9 Block B Police Foundation, Islamabad, Rawalpindi, Punjab 44000, Pakistan",hauntedfoodspot.chikoo.app,092 310 5444791,33.5668441,73.1331788,Pakistani restaurant
The Empire Chinese Restaurant,32 reviews,5.0,"Ibrahim Plaza, Pakistan Town Phase 2 Rd, Commercial Area Block A Police Foundation, Islamabad, Punjab 41000, Pakistan",theempire05.business.site,092 319 5001077,33.5667739,73.1378368,Chinese restaurant
Des Pardes,421 reviews,4.0,"plot-314 0ÃÂ 9 Street 1-A, Block A Police Foundation, Islamabad, Rawalpindi, Punjab, Pakistan",Add website,092 51 8442666,33.56662,73.1349393,Pakistani restaurant
Biryani & Pulao Restaurant,113 reviews,3.8,"Jannat Arcade block C pwd behind al-noor chemist, Islamabad Capital Territory, Pakistan",business.site,092 51 2374687,33.5659828,73.1384735,Pakistani restaurant
Bala Tikka House,"4,902 reviews",4.1,"O-9 Main PWD Rd, Block C Police Foundation, Rawalpindi, Punjab, Pakistan",balatikkahouse.com,092 51 5170822,33.5679807,73.1318242,Pakistani restaurant
Cafe 88,9 reviews,5.0,"Shop No 30 Ground Floor, Rashid Archade, Main PWD Rd, Pakistan Town Phase 2 Police Foundation, Islamabad, Punjab, Pakistan",facebook.com,092 51 5735088,33.5664623,73.1386089,Pakistani restaurant
Royal Cuisine,1 review,5.0,"Main PWD Rd, Block C Police Foundation, Rawalpindi, Punjab, Pakistan",Add website,092 315 4166231,33.5674025,73.1349633,Pakistani restaurant
Saieen Gee Murgh Pulao & Restaurant PWD Branch,26 reviews,3.6,"342F, Block A Police Foundation, Islamabad, Rawalpindi, Punjab, Pakistan",saieengeepwd.business.site,092 307 5225220,33.5655192,73.129328!,Pakistani restaurant
Peshawari Restaurant,30 reviews,4.3,"Street Number 1, Block B Soan Gardens, Islamabad, Punjab, Pakistan",Add website,092 318 5200080,33.565653,73.1513935,Pakistani restaurant
JugMug Courtyard,196 reviews,4.6,"344, Block-A Block A Police Foundation, Islamabad, Rawalpindi, Punjab 45710, Islamabad, 44000, Pakistan",Add website,092 300 5122716,33.5658886,73.1306972,Cafe
MeiKong Chinese Restaurant,279 reviews,4.0,"The Riviera, Street, St 41-A, Phase 4 Bahria Town, Islamabad, Punjab 46220, Pakistan",Add website,092 51 5708293,33.549938,73.1372751,Chinese restaurant
Desi Darbar Resturant,41 reviews,4.2,"Block H Soan Gardens, Islamabad Capital Territory, Pakistan",Add website,092 307 5848018,33.5561566,73.1645251,Pakistani restaurant
Heritage Sindhi Biryani,195 reviews,4.3,"AL-SAYYED PLAZA, CIVIC CENTERÃÂ AECHS Rd, Sector 1 AIRPORT HOUSING SOCIETYÃÂ Rawalpindi, Punjab 46000, Pakistan",heritagebiryani.business.site,092 333 2479264,33.5902492,73.1328823,Pakistani restaurant
NEW PAK ARAB RESTAURENT,2 reviews,4.0,"Central Ave, Block A Police Foundation, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 333 1588451,33.5640149,73.1338904,Pakistani restaurant
eato,2 reviews,4.5,"Soan Ave, Block D Soan Gardens, Islamabad, Punjab, Pakistan",Add website,092 51 5739351,33.5637814,73.1503119,Pakistani restaurant
Mood Food,6 reviews,4.0,"Canal Road South, Block H Soan Gardens, Islamabad, Punjab, Pakistan",Add website,092 340 0077553,33.5552488,73.1591907,Pakistani restaurant
Aamish Tikka,2 reviews,4.5,"H48X+X3X, Block B Soan Gardens, Islamabad, Punjab, Pakistan",Add website,092 300 5560113,33.5674806,73.1477331,Pakistani restaurant
Mashallah Naan & Hotel,56 reviews,4.1,"H58G+8HP, Block B Jinnah Garden, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 333 6517795,33.5658479,73.1763895,Pakistani restaurant
Strada Grill,1 review,5.0,"Central Rd, Block C Police Foundation, Rawalpindi, Punjab, Pakistan",Add website,092 51 5708850,33.5672893,73.134582!,Other
Al Soban Matka Biryani,4 reviews,5.0,"H4CP+6QF, Block C Police Foundation, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.5705506,73.1369092,Pakistani restaurant
Bismillah Hotel,51 reviews,3.9,"2nd Ave, Sector E DHA Phase 1, Rawalpindi, Islamabad Capital Territory, Pakistan",Add website,092 311 5062119,33.5269364,73.1063226,Pakistani restaurant
The Pizza Planet,1 review,5.0,"opp. Margala College, Gulrez Phase 4 Phase 4 Gulrez Housing Scheme, Rawalpindi, Punjab, Pakistan",Add website,092 336 7888852,33.5625579,73.1066767,Pakistani restaurant
Fresco Sweets,178 reviews,4.3,"Plot # D=12, Main PWD Rd, Islamabad, Pakistan",frescosweets.pk,092 311 1222956,33.5740548,73.1503005,Bakery
Lasania Restaurant,"1,130 reviews",4.1,"Sehgal Plaza, Main Murree Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",facebook.com,092 51 5130365,33.5959805,73.0590025,Pakistani restaurant
Mr. Cook,61 reviews,4.3,"Misrial Rd, Azam Colony, Rawalpindi, Punjab 46000, Pakistan",Add website,092 314 4108033,33.6009332,73.0002385,Fast food restaurant
Naeem Milk Shop,20 reviews,4.4,"Naeem Milk Shop RoadÃÂ Street No. 2, Sector A PWD Society, Rawalpindi, Punjab, Pakistan",Add website,092 300 5662193,33.5724994,73.1437858,Other
New Lahori Halwa Puri Samosa Centre,5 reviews,3.4,"Banaras Plaza, Bostan Khan Rd, Chaklala 3, Chaklala Housing Scheme 3, Rawalpindi, Punjab 46000, Pakistan",Add website,092 300 6050854,33.5805425,73.0985866,Fast food restaurant
Hungry Pizza,472 reviews,4.1,"Chatri Chowk KRL RoadÃÂ Rawalpindi, 46000, Pakistan",Add website,092 51 4473636,33.6239367,73.1087051,Fast food restaurant
